codigo_ocorrencia1,codigo_ocorrencia2,category_group,aeronave_fatalidades_total
79511,79511,Engine-Related Issues,0
53629,53629,Engine-Related Issues,0
49525,49525,Runway and Landing Issues,0
49651,49651,Engine-Related Issues,1
80611,80611,System or Component Failure,0
81212,81212,System or Component Failure,0
81329,81329,Engine-Related Issues,0
79589,79589,Navigation and Air Traffic Issues,0
65736,65736,Engine-Related Issues,0
81686,81686,System or Component Failure,0
61012,61012,Runway and Landing Issues,0
47755,47755,Animal Collisions,0
79399,79399,Runway and Landing Issues,0
47014,47014,Fuel-Related Issues,0
78033,78033,System or Component Failure,0
80161,80161,Engine-Related Issues,0
80787,80787,Loss of Control,1
67038,67038,Engine-Related Issues,0
78732,78732,Fuel-Related Issues,0
80020,80020,System or Component Failure,0
66543,66543,System or Component Failure,0
80592,80592,Engine-Related Issues,0
51323,51323,Animal Collisions,0
53564,53564,Loss of Control,1
53559,53559,System or Component Failure,4
60639,60639,Weather-Related Issues,0
65545,65545,System or Component Failure,0
79651,79651,Loss of Control,0
79224,79224,Runway and Landing Issues,0
78348,78348,Runway and Landing Issues,0
50980,50980,Others/Miscellaneous,1
51675,51675,Engine-Related Issues,0
66451,66451,Loss of Control,1
51003,51003,Engine-Related Issues,0
79395,79395,System or Component Failure,0
79346,79346,Engine-Related Issues,0
49963,49963,System or Component Failure,0
52635,52635,Engine-Related Issues,0
80567,80567,Loss of Control,0
77441,77441,Runway and Landing Issues,0
79961,79961,Runway and Landing Issues,0
80221,80221,Runway and Landing Issues,0
77996,77996,System or Component Failure,0
66697,66697,System or Component Failure,0
81523,81523,System or Component Failure,0
47049,47049,Others/Miscellaneous,0
77840,77840,Loss of Control,0
78366,78366,System or Component Failure,0
52651,52651,Fuel-Related Issues,0
79293,79293,System or Component Failure,0
60805,60805,System or Component Failure,0
46857,46857,Navigation and Air Traffic Issues,2
60681,60681,Runway and Landing Issues,0
80927,80927,System or Component Failure,0
49521,49521,Engine-Related Issues,0
60631,60631,Loss of Control,0
51142,51142,Weather-Related Issues,0
81166,81166,Engine-Related Issues,0
49525,49525,Runway and Landing Issues,0
79014,79014,System or Component Failure,0
53204,53204,Runway and Landing Issues,0
77816,77816,Runway and Landing Issues,0
77747,77747,Animal Collisions,0
51096,51096,Animal Collisions,0
53511,53511,System or Component Failure,0
79378,79378,Engine-Related Issues,0
78125,78125,System or Component Failure,0
60753,60753,Unknonw,1
53440,53440,System or Component Failure,0
80423,80423,Runway and Landing Issues,0
49621,49621,Runway and Landing Issues,0
81384,81384,Engine-Related Issues,0
49619,49619,Loss of Control,0
81340,81340,Engine-Related Issues,0
47765,47765,Weather-Related Issues,0
60608,60608,System or Component Failure,0
79704,79704,Others/Miscellaneous,0
66860,66860,Others/Miscellaneous,0
50554,50554,Others/Miscellaneous,0
80716,80716,Animal Collisions,0
81198,81198,Loss of Control,0
78771,78771,System or Component Failure,0
52876,52876,Unknonw,0
80085,80085,System or Component Failure,0
48074,48074,Engine-Related Issues,0
77752,77752,Engine-Related Issues,0
79554,79554,System or Component Failure,0
61015,61015,Engine-Related Issues,0
52311,52311,System or Component Failure,0
81149,81149,Engine-Related Issues,0
78110,78110,System or Component Failure,0
51691,51691,System or Component Failure,0
48163,48163,Navigation and Air Traffic Issues,0
77754,77754,Runway and Landing Issues,0
77987,77987,Others/Miscellaneous,0
49880,49880,Engine-Related Issues,0
65418,65418,Animal Collisions,0
78204,78204,Runway and Landing Issues,0
81624,81624,Loss of Control,0
78899,78899,System or Component Failure,0
81161,81161,System or Component Failure,0
80090,80090,System or Component Failure,0
52278,52278,Loss of Control,0
49124,49124,System or Component Failure,0
80274,80274,Engine-Related Issues,0
60951,60951,Loss of Control,0
66444,66444,Runway and Landing Issues,0
81725,81725,System or Component Failure,0
66531,66531,Loss of Control,0
81734,81734,System or Component Failure,0
67040,67040,Engine-Related Issues,0
47207,47207,System or Component Failure,0
79847,79847,Runway and Landing Issues,0
51734,51734,System or Component Failure,0
47018,47018,Runway and Landing Issues,0
47025,47025,Engine-Related Issues,0
78526,78526,System or Component Failure,0
50152,50152,Others/Miscellaneous,0
79440,79440,Runway and Landing Issues,0
78740,78740,System or Component Failure,0
80151,80151,Navigation and Air Traffic Issues,0
81126,81126,Runway and Landing Issues,0
53348,53348,System or Component Failure,0
80444,80444,Navigation and Air Traffic Issues,1
80429,80429,Runway and Landing Issues,0
79519,79519,Fuel-Related Issues,0
80033,80033,Unknonw,0
79269,79269,System or Component Failure,0
78575,78575,Loss of Control,0
78185,78185,System or Component Failure,0
53364,53364,System or Component Failure,0
66156,66156,Unknonw,3
78018,78018,Runway and Landing Issues,0
60659,60659,System or Component Failure,0
79178,79178,Runway and Landing Issues,0
80821,80821,System or Component Failure,0
53271,53271,System or Component Failure,0
65825,65825,Navigation and Air Traffic Issues,1
51539,51539,Others/Miscellaneous,0
79124,79124,Navigation and Air Traffic Issues,1
79711,79711,Animal Collisions,0
78838,78838,Engine-Related Issues,0
79867,79867,System or Component Failure,0
52848,52848,System or Component Failure,0
81162,81162,Engine-Related Issues,0
53509,53509,Engine-Related Issues,0
79831,79831,Navigation and Air Traffic Issues,0
78749,78749,Loss of Control,0
77323,77323,System or Component Failure,0
66020,66020,System or Component Failure,0
60726,60726,Navigation and Air Traffic Issues,0
49528,49528,System or Component Failure,0
53115,53115,Loss of Control,0
51751,51751,Navigation and Air Traffic Issues,0
49834,49834,System or Component Failure,0
52715,52715,Others/Miscellaneous,0
65754,65754,Engine-Related Issues,0
48884,48884,System or Component Failure,0
81160,81160,System or Component Failure,0
78527,78527,Navigation and Air Traffic Issues,0
66962,66962,Runway and Landing Issues,0
80202,80202,System or Component Failure,0
48578,48578,Navigation and Air Traffic Issues,0
78098,78098,Others/Miscellaneous,0
80219,80219,Engine-Related Issues,0
49152,49152,Loss of Control,0
79013,79013,Animal Collisions,0
65799,65799,Runway and Landing Issues,0
53223,53223,Loss of Control,0
80467,80467,Engine-Related Issues,0
77841,77841,Engine-Related Issues,0
65237,65237,Runway and Landing Issues,0
80769,80769,System or Component Failure,0
51158,51158,System or Component Failure,0
79985,79985,Engine-Related Issues,0
48659,48659,System or Component Failure,0
51011,51011,System or Component Failure,0
52943,52943,Navigation and Air Traffic Issues,0
80271,80271,System or Component Failure,0
53113,53113,Navigation and Air Traffic Issues,0
78093,78093,Loss of Control,0
77502,77502,Runway and Landing Issues,0
80205,80205,System or Component Failure,0
78628,78628,System or Component Failure,0
51451,51451,Navigation and Air Traffic Issues,0
67003,67003,System or Component Failure,0
79697,79697,System or Component Failure,1
79541,79541,Engine-Related Issues,0
79267,79267,System or Component Failure,0
80229,80229,Others/Miscellaneous,0
60611,60611,Weather-Related Issues,0
77782,77782,Others/Miscellaneous,0
53476,53476,System or Component Failure,0
49616,49616,Fuel-Related Issues,5
80862,80862,Runway and Landing Issues,0
80176,80176,Loss of Control,0
65218,65218,Loss of Control,1
80579,80579,Engine-Related Issues,0
53605,53605,System or Component Failure,0
66352,66352,Loss of Control,0
48091,48091,System or Component Failure,0
80395,80395,System or Component Failure,0
79423,79423,Loss of Control,0
53553,53553,Engine-Related Issues,0
81337,81337,Unknonw,1
66592,66592,System or Component Failure,0
80771,80771,System or Component Failure,0
78010,78010,Weather-Related Issues,0
78517,78517,Weather-Related Issues,0
78031,78031,Navigation and Air Traffic Issues,0
78726,78726,Engine-Related Issues,0
53432,53432,Animal Collisions,0
67068,67068,Fire and Smoke Incidents,0
65262,65262,System or Component Failure,0
80455,80455,Runway and Landing Issues,0
80634,80634,System or Component Failure,0
60792,60792,Engine-Related Issues,0
47063,47063,System or Component Failure,0
80045,80045,System or Component Failure,0
80184,80184,System or Component Failure,0
53575,53575,System or Component Failure,0
79032,79032,Navigation and Air Traffic Issues,1
66093,66093,Runway and Landing Issues,0
79484,79484,Engine-Related Issues,0
50511,50511,Runway and Landing Issues,0
65487,65487,Animal Collisions,0
81135,81135,Engine-Related Issues,0
79068,79068,System or Component Failure,0
47053,47053,System or Component Failure,0
47651,47651,Runway and Landing Issues,2
81116,81116,Navigation and Air Traffic Issues,0
79505,79505,Runway and Landing Issues,0
81047,81047,System or Component Failure,0
52836,52836,Loss of Control,0
52980,52980,Runway and Landing Issues,2
79991,79991,Runway and Landing Issues,0
53589,53589,System or Component Failure,0
80695,80695,System or Component Failure,0
51478,51478,System or Component Failure,0
66325,66325,System or Component Failure,0
79741,79741,Engine-Related Issues,0
66854,66854,Engine-Related Issues,0
81565,81565,Loss of Control,0
80164,80164,Engine-Related Issues,0
53339,53339,Loss of Control,0
78795,78795,Runway and Landing Issues,0
80609,80609,Runway and Landing Issues,0
47314,47314,System or Component Failure,0
50320,50320,Loss of Control,0
79860,79860,Runway and Landing Issues,0
77803,77803,Runway and Landing Issues,0
80156,80156,Loss of Control,0
78513,78513,Navigation and Air Traffic Issues,0
66792,66792,System or Component Failure,0
79543,79543,Runway and Landing Issues,0
53279,53279,Runway and Landing Issues,0
78709,78709,Engine-Related Issues,1
65679,65679,System or Component Failure,0
81347,81347,System or Component Failure,0
79011,79011,System or Component Failure,0
51131,51131,System or Component Failure,0
78619,78619,Runway and Landing Issues,0
80650,80650,System or Component Failure,0
51421,51421,Engine-Related Issues,0
79082,79082,System or Component Failure,0
77483,77483,System or Component Failure,0
67140,67140,System or Component Failure,0
79681,79681,Navigation and Air Traffic Issues,0
49709,49709,System or Component Failure,0
80364,80364,Navigation and Air Traffic Issues,0
80764,80764,System or Component Failure,0
51155,51155,System or Component Failure,0
79251,79251,Engine-Related Issues,0
79973,79973,Others/Miscellaneous,0
60996,60996,Runway and Landing Issues,0
78745,78745,Loss of Control,4
65982,65982,Engine-Related Issues,0
78959,78959,Engine-Related Issues,0
53180,53180,Engine-Related Issues,0
80653,80653,Loss of Control,1
80512,80512,Runway and Landing Issues,0
80367,80367,Runway and Landing Issues,0
78373,78373,Engine-Related Issues,0
80023,80023,System or Component Failure,0
78707,78707,Engine-Related Issues,0
81004,81004,Navigation and Air Traffic Issues,0
79776,79776,Runway and Landing Issues,0
80312,80312,Runway and Landing Issues,0
67152,67152,Engine-Related Issues,0
66880,66880,Engine-Related Issues,0
51593,51593,System or Component Failure,0
78267,78267,Fuel-Related Issues,0
80951,80951,Runway and Landing Issues,0
48894,48894,Animal Collisions,0
53187,53187,System or Component Failure,0
81030,81030,System or Component Failure,0
77781,77781,Navigation and Air Traffic Issues,0
80785,80785,Loss of Control,0
78189,78189,System or Component Failure,0
79273,79273,System or Component Failure,0
77894,77894,System or Component Failure,0
77740,77740,System or Component Failure,0
52815,52815,Loss of Control,3
79277,79277,Engine-Related Issues,0
48915,48915,Runway and Landing Issues,0
79552,79552,Runway and Landing Issues,0
79044,79044,Runway and Landing Issues,0
78725,78725,System or Component Failure,0
47665,47665,Loss of Control,0
78926,78926,Runway and Landing Issues,0
66300,66300,System or Component Failure,0
77643,77643,Engine-Related Issues,0
53468,53468,Engine-Related Issues,0
80345,80345,System or Component Failure,0
61042,61042,Runway and Landing Issues,0
47213,47213,System or Component Failure,0
53551,53551,Loss of Control,0
81229,81229,Loss of Control,0
78283,78283,Navigation and Air Traffic Issues,5
77247,77247,System or Component Failure,0
80977,80977,Fuel-Related Issues,0
66549,66549,Runway and Landing Issues,0
67022,67022,System or Component Failure,0
79674,79674,System or Component Failure,0
53482,53482,Loss of Control,2
80393,80393,Fuel-Related Issues,0
81169,81169,Runway and Landing Issues,0
51186,51186,Navigation and Air Traffic Issues,0
80524,80524,Engine-Related Issues,0
53318,53318,System or Component Failure,0
60749,60749,System or Component Failure,0
78291,78291,Engine-Related Issues,0
79048,79048,Engine-Related Issues,0
50371,50371,Weather-Related Issues,0
47114,47114,System or Component Failure,0
81745,81745,System or Component Failure,0
80648,80648,Runway and Landing Issues,0
61073,61073,System or Component Failure,0
81240,81240,System or Component Failure,0
80948,80948,System or Component Failure,0
78832,78832,Runway and Landing Issues,5
53066,53066,Engine-Related Issues,0
79060,79060,Runway and Landing Issues,0
53128,53128,Weather-Related Issues,0
51437,51437,Engine-Related Issues,0
50053,50053,Loss of Control,0
79117,79117,Unknonw,2
79534,79534,System or Component Failure,0
80450,80450,Runway and Landing Issues,0
52714,52714,Others/Miscellaneous,0
80712,80712,Runway and Landing Issues,0
77603,77603,Engine-Related Issues,0
79228,79228,Loss of Control,1
52994,52994,System or Component Failure,0
65758,65758,Others/Miscellaneous,0
48804,48804,Engine-Related Issues,0
77696,77696,Runway and Landing Issues,0
53331,53331,Navigation and Air Traffic Issues,3
53595,53595,Runway and Landing Issues,0
53222,53222,Engine-Related Issues,0
47297,47297,Loss of Control,0
53079,53079,Animal Collisions,0
48759,48759,Others/Miscellaneous,0
78206,78206,System or Component Failure,0
47304,47304,Fire and Smoke Incidents,0
79313,79313,Runway and Landing Issues,0
49697,49697,System or Component Failure,0
80647,80647,System or Component Failure,0
81725,81725,Runway and Landing Issues,0
78072,78072,Others/Miscellaneous,0
49261,49261,System or Component Failure,0
81553,81553,System or Component Failure,0
81178,81178,Runway and Landing Issues,0
50292,50292,Loss of Control,0
79360,79360,System or Component Failure,0
81077,81077,Animal Collisions,0
53130,53130,System or Component Failure,0
77521,77521,Runway and Landing Issues,0
53502,53502,Engine-Related Issues,0
79640,79640,Runway and Landing Issues,0
52532,52532,System or Component Failure,0
79161,79161,System or Component Failure,0
78203,78203,Runway and Landing Issues,0
51141,51141,System or Component Failure,0
77755,77755,System or Component Failure,0
66131,66131,Engine-Related Issues,0
80542,80542,Animal Collisions,0
52700,52700,Others/Miscellaneous,0
65722,65722,Loss of Control,0
80070,80070,System or Component Failure,0
78220,78220,System or Component Failure,0
79356,79356,Fuel-Related Issues,0
50383,50383,System or Component Failure,0
78274,78274,Engine-Related Issues,0
81561,81561,Runway and Landing Issues,0
80747,80747,System or Component Failure,0
78383,78383,Fire and Smoke Incidents,0
65459,65459,System or Component Failure,0
66516,66516,System or Component Failure,0
66536,66536,Animal Collisions,0
79858,79858,Runway and Landing Issues,0
78583,78583,System or Component Failure,0
81227,81227,Runway and Landing Issues,0
52847,52847,System or Component Failure,0
49255,49255,Engine-Related Issues,0
66192,66192,Runway and Landing Issues,0
61030,61030,System or Component Failure,0
80032,80032,Runway and Landing Issues,0
77977,77977,Engine-Related Issues,0
79183,79183,System or Component Failure,0
53333,53333,Loss of Control,0
78731,78731,System or Component Failure,0
51547,51547,System or Component Failure,0
80672,80672,Runway and Landing Issues,0
66895,66895,Others/Miscellaneous,0
80378,80378,Fire and Smoke Incidents,0
51435,51435,Runway and Landing Issues,1
78892,78892,System or Component Failure,0
79619,79619,Animal Collisions,0
80883,80883,System or Component Failure,0
81489,81489,Engine-Related Issues,0
49171,49171,Navigation and Air Traffic Issues,0
49517,49517,System or Component Failure,0
52285,52285,Fire and Smoke Incidents,0
52553,52553,Loss of Control,0
79850,79850,Runway and Landing Issues,0
77368,77368,System or Component Failure,0
78937,78937,Runway and Landing Issues,0
80949,80949,Engine-Related Issues,0
78570,78570,System or Component Failure,0
80772,80772,Navigation and Air Traffic Issues,3
51536,51536,Loss of Control,0
80434,80434,Loss of Control,0
80470,80470,Loss of Control,1
79947,79947,Loss of Control,0
47075,47075,System or Component Failure,0
66952,66952,System or Component Failure,0
77569,77569,System or Component Failure,0
78231,78231,Engine-Related Issues,0
51258,51258,Engine-Related Issues,0
50291,50291,Engine-Related Issues,2
50240,50240,Others/Miscellaneous,1
78817,78817,Runway and Landing Issues,0
78026,78026,System or Component Failure,0
51475,51475,System or Component Failure,0
47901,47901,System or Component Failure,0
50552,50552,System or Component Failure,0
50549,50549,System or Component Failure,0
47311,47311,System or Component Failure,0
51542,51542,System or Component Failure,0
66791,66791,System or Component Failure,0
78326,78326,Others/Miscellaneous,0
78978,78978,System or Component Failure,0
80452,80452,Navigation and Air Traffic Issues,0
80833,80833,System or Component Failure,0
80037,80037,Engine-Related Issues,0
81678,81678,System or Component Failure,0
79177,79177,System or Component Failure,0
47437,47437,Navigation and Air Traffic Issues,0
78743,78743,Runway and Landing Issues,0
79347,79347,Loss of Control,4
50153,50153,System or Component Failure,0
79725,79725,System or Component Failure,0
79674,79674,System or Component Failure,0
80751,80751,System or Component Failure,0
80591,80591,Weather-Related Issues,0
80555,80555,Runway and Landing Issues,0
79154,79154,System or Component Failure,0
81057,81057,Animal Collisions,0
66197,66197,System or Component Failure,0
80975,80975,Runway and Landing Issues,0
79500,79500,Runway and Landing Issues,0
80971,80971,Engine-Related Issues,1
77867,77867,Loss of Control,0
81350,81350,System or Component Failure,0
65548,65548,Others/Miscellaneous,0
53237,53237,Loss of Control,1
53546,53546,Loss of Control,2
79474,79474,Runway and Landing Issues,0
51671,51671,Loss of Control,0
80244,80244,System or Component Failure,0
65492,65492,System or Component Failure,0
79649,79649,System or Component Failure,0
79019,79019,System or Component Failure,0
53630,53630,System or Component Failure,0
79710,79710,System or Component Failure,0
50246,50246,System or Component Failure,0
51559,51559,System or Component Failure,0
80140,80140,System or Component Failure,0
78375,78375,Others/Miscellaneous,0
80051,80051,System or Component Failure,0
77306,77306,Engine-Related Issues,0
79532,79532,Runway and Landing Issues,0
79061,79061,Unknonw,0
80338,80338,Health Factors,0
51888,51888,Navigation and Air Traffic Issues,0
81680,81680,System or Component Failure,0
66329,66329,System or Component Failure,0
49792,49792,Loss of Control,0
79766,79766,System or Component Failure,0
79566,79566,Animal Collisions,0
52939,52939,Loss of Control,0
77371,77371,Runway and Landing Issues,0
78356,78356,Unknonw,1
53591,53591,Engine-Related Issues,0
81726,81726,System or Component Failure,0
50923,50923,Engine-Related Issues,0
80546,80546,Loss of Control,0
48109,48109,System or Component Failure,0
80402,80402,System or Component Failure,0
51474,51474,Animal Collisions,0
78864,78864,System or Component Failure,0
60726,60726,Navigation and Air Traffic Issues,0
65443,65443,Runway and Landing Issues,0
79457,79457,Engine-Related Issues,0
78437,78437,Navigation and Air Traffic Issues,0
79706,79706,System or Component Failure,0
78589,78589,Fire and Smoke Incidents,0
81622,81622,System or Component Failure,0
80533,80533,System or Component Failure,0
81119,81119,Engine-Related Issues,0
51479,51479,System or Component Failure,0
79491,79491,System or Component Failure,0
77731,77731,Runway and Landing Issues,0
53442,53442,Others/Miscellaneous,0
53417,53417,System or Component Failure,0
80498,80498,System or Component Failure,0
53150,53150,Loss of Control,1
79909,79909,Runway and Landing Issues,0
78153,78153,System or Component Failure,0
78034,78034,Others/Miscellaneous,0
80904,80904,Runway and Landing Issues,0
50993,50993,Engine-Related Issues,0
81154,81154,System or Component Failure,0
50378,50378,System or Component Failure,0
52275,52275,Loss of Control,0
65716,65716,Loss of Control,0
53009,53009,Runway and Landing Issues,0
66272,66272,Engine-Related Issues,0
79769,79769,System or Component Failure,0
48895,48895,Animal Collisions,0
80106,80106,Navigation and Air Traffic Issues,2
78085,78085,System or Component Failure,0
49966,49966,System or Component Failure,0
66878,66878,System or Component Failure,0
80797,80797,Loss of Control,0
65865,65865,Engine-Related Issues,0
80545,80545,Animal Collisions,0
66382,66382,Runway and Landing Issues,0
78597,78597,System or Component Failure,0
53475,53475,System or Component Failure,0
51568,51568,Runway and Landing Issues,0
51032,51032,Loss of Control,0
66076,66076,Engine-Related Issues,0
80218,80218,Runway and Landing Issues,0
80905,80905,System or Component Failure,0
80379,80379,System or Component Failure,0
48797,48797,Runway and Landing Issues,0
79018,79018,Engine-Related Issues,0
81478,81478,Navigation and Air Traffic Issues,0
53639,53639,Animal Collisions,0
79599,79599,Engine-Related Issues,0
52978,52978,Runway and Landing Issues,1
80236,80236,Unknonw,0
79846,79846,Runway and Landing Issues,0
53126,53126,Fire and Smoke Incidents,0
77544,77544,Engine-Related Issues,0
79694,79694,System or Component Failure,0
78284,78284,Runway and Landing Issues,0
80794,80794,System or Component Failure,0
53315,53315,System or Component Failure,0
66521,66521,System or Component Failure,0
80256,80256,System or Component Failure,0
81560,81560,Navigation and Air Traffic Issues,0
49932,49932,Loss of Control,0
66457,66457,Runway and Landing Issues,0
51084,51084,Others/Miscellaneous,0
81720,81720,System or Component Failure,0
80808,80808,Fire and Smoke Incidents,0
81338,81338,Fuel-Related Issues,0
79098,79098,Loss of Control,1
79745,79745,Animal Collisions,0
79618,79618,Animal Collisions,0
78312,78312,Runway and Landing Issues,0
79477,79477,Fire and Smoke Incidents,0
81379,81379,Navigation and Air Traffic Issues,0
79025,79025,Loss of Control,0
51099,51099,Navigation and Air Traffic Issues,0
78054,78054,Loss of Control,2
79415,79415,Engine-Related Issues,0
80258,80258,Animal Collisions,0
78874,78874,Animal Collisions,0
65200,65200,Others/Miscellaneous,0
78741,78741,System or Component Failure,0
78683,78683,Navigation and Air Traffic Issues,0
79444,79444,System or Component Failure,0
52814,52814,Loss of Control,1
48876,48876,Runway and Landing Issues,0
79516,79516,System or Component Failure,0
52956,52956,Others/Miscellaneous,0
60845,60845,Runway and Landing Issues,0
80553,80553,Engine-Related Issues,0
80158,80158,System or Component Failure,0
78192,78192,Engine-Related Issues,0
50389,50389,System or Component Failure,0
78109,78109,System or Component Failure,0
65800,65800,Engine-Related Issues,0
78610,78610,Navigation and Air Traffic Issues,1
81529,81529,Runway and Landing Issues,0
80146,80146,Others/Miscellaneous,0
78241,78241,Engine-Related Issues,0
60927,60927,System or Component Failure,0
78203,78203,Navigation and Air Traffic Issues,0
80710,80710,Loss of Control,0
66552,66552,System or Component Failure,0
53230,53230,System or Component Failure,0
50375,50375,Fuel-Related Issues,0
78586,78586,System or Component Failure,0
79754,79754,Loss of Control,0
77454,77454,Loss of Control,0
65774,65774,Loss of Control,4
79667,79667,Others/Miscellaneous,0
66555,66555,Loss of Control,0
79625,79625,Engine-Related Issues,0
81048,81048,Engine-Related Issues,0
78951,78951,System or Component Failure,0
78733,78733,Engine-Related Issues,0
80538,80538,System or Component Failure,0
77891,77891,System or Component Failure,0
50174,50174,Others/Miscellaneous,0
78432,78432,Navigation and Air Traffic Issues,2
79632,79632,Animal Collisions,0
78350,78350,Navigation and Air Traffic Issues,0
78717,78717,Loss of Control,2
80058,80058,Engine-Related Issues,0
79749,79749,Engine-Related Issues,0
81167,81167,System or Component Failure,0
80165,80165,System or Component Failure,0
79826,79826,Engine-Related Issues,0
77248,77248,System or Component Failure,0
81565,81565,Navigation and Air Traffic Issues,0
66550,66550,Runway and Landing Issues,0
78354,78354,System or Component Failure,0
65921,65921,Runway and Landing Issues,0
66881,66881,Others/Miscellaneous,0
78810,78810,Navigation and Air Traffic Issues,0
46878,46878,Engine-Related Issues,0
65684,65684,System or Component Failure,0
80685,80685,Loss of Control,0
79582,79582,System or Component Failure,0
67158,67158,Animal Collisions,0
60738,60738,Loss of Control,0
81688,81688,Runway and Landing Issues,0
79703,79703,System or Component Failure,0
77608,77608,Engine-Related Issues,0
77939,77939,System or Component Failure,0
81109,81109,Engine-Related Issues,0
78880,78880,System or Component Failure,0
48716,48716,Weather-Related Issues,0
77673,77673,Runway and Landing Issues,0
79396,79396,Engine-Related Issues,0
80235,80235,System or Component Failure,0
80660,80660,Engine-Related Issues,0
66198,66198,Loss of Control,0
81707,81707,Engine-Related Issues,0
79863,79863,Loss of Control,0
51446,51446,System or Component Failure,0
80168,80168,Engine-Related Issues,0
80193,80193,Others/Miscellaneous,0
79822,79822,System or Component Failure,0
81467,81467,Engine-Related Issues,0
80744,80744,System or Component Failure,0
77401,77401,System or Component Failure,0
51075,51075,Others/Miscellaneous,0
49934,49934,Runway and Landing Issues,0
60869,60869,System or Component Failure,0
78176,78176,Runway and Landing Issues,0
79623,79623,Navigation and Air Traffic Issues,0
79739,79739,Runway and Landing Issues,0
78342,78342,Loss of Control,0
81194,81194,Loss of Control,0
51267,51267,Unknonw,0
81380,81380,System or Component Failure,0
51087,51087,Runway and Landing Issues,0
78485,78485,Runway and Landing Issues,0
79848,79848,Loss of Control,0
77852,77852,Loss of Control,2
77905,77905,Engine-Related Issues,0
61011,61011,Runway and Landing Issues,0
60668,60668,System or Component Failure,0
53423,53423,Runway and Landing Issues,0
52634,52634,Fuel-Related Issues,0
50259,50259,System or Component Failure,0
81690,81690,Engine-Related Issues,0
80510,80510,System or Component Failure,0
79050,79050,Engine-Related Issues,0
47305,47305,System or Component Failure,0
47296,47296,Unknonw,1
78578,78578,Others/Miscellaneous,0
81008,81008,System or Component Failure,0
49696,49696,Runway and Landing Issues,0
66203,66203,Fuel-Related Issues,0
52622,52622,System or Component Failure,0
66957,66957,Navigation and Air Traffic Issues,0
47064,47064,System or Component Failure,0
52720,52720,Animal Collisions,0
81087,81087,Others/Miscellaneous,0
49264,49264,Engine-Related Issues,0
50239,50239,Engine-Related Issues,0
80190,80190,Engine-Related Issues,0
78889,78889,Engine-Related Issues,0
60947,60947,Navigation and Air Traffic Issues,1
49706,49706,Animal Collisions,0
53263,53263,Runway and Landing Issues,0
79203,79203,System or Component Failure,0
78182,78182,Engine-Related Issues,0
77580,77580,Engine-Related Issues,0
77439,77439,Loss of Control,0
51692,51692,System or Component Failure,0
79670,79670,System or Component Failure,0
50516,50516,Runway and Landing Issues,0
81570,81570,System or Component Failure,0
79022,79022,Animal Collisions,0
79180,79180,Navigation and Air Traffic Issues,0
78309,78309,System or Component Failure,0
77704,77704,Others/Miscellaneous,0
51538,51538,Others/Miscellaneous,0
78624,78624,System or Component Failure,0
65695,65695,Weather-Related Issues,0
79460,79460,Navigation and Air Traffic Issues,0
78759,78759,Others/Miscellaneous,0
47016,47016,Loss of Control,0
79257,79257,Runway and Landing Issues,0
47768,47768,Runway and Landing Issues,0
80522,80522,Animal Collisions,0
79125,79125,Navigation and Air Traffic Issues,0
80079,80079,Navigation and Air Traffic Issues,0
79648,79648,System or Component Failure,0
78919,78919,System or Component Failure,0
49699,49699,System or Component Failure,0
80700,80700,Fire and Smoke Incidents,0
52279,52279,Runway and Landing Issues,2
77717,77717,Runway and Landing Issues,0
67058,67058,Engine-Related Issues,2
80615,80615,System or Component Failure,0
80998,80998,Runway and Landing Issues,0
77864,77864,Loss of Control,0
80742,80742,Runway and Landing Issues,0
79833,79833,Engine-Related Issues,0
79039,79039,System or Component Failure,0
65229,65229,Weather-Related Issues,0
80141,80141,Runway and Landing Issues,0
80328,80328,Fuel-Related Issues,0
66559,66559,Loss of Control,0
77765,77765,Runway and Landing Issues,0
52298,52298,Engine-Related Issues,0
81225,81225,System or Component Failure,0
51548,51548,System or Component Failure,0
78292,78292,System or Component Failure,0
79420,79420,System or Component Failure,0
77716,77716,System or Component Failure,0
80503,80503,Loss of Control,0
79849,79849,Engine-Related Issues,0
80799,80799,System or Component Failure,0
53081,53081,System or Component Failure,0
81732,81732,Engine-Related Issues,0
53078,53078,System or Component Failure,0
66210,66210,Others/Miscellaneous,0
49533,49533,Animal Collisions,0
49961,49961,System or Component Failure,0
79868,79868,System or Component Failure,0
50564,50564,System or Component Failure,0
81395,81395,Engine-Related Issues,0
78796,78796,Unknonw,4
81208,81208,Loss of Control,0
79052,79052,System or Component Failure,0
79950,79950,System or Component Failure,0
79021,79021,Runway and Landing Issues,0
81705,81705,Engine-Related Issues,0
78765,78765,System or Component Failure,0
48753,48753,Runway and Landing Issues,0
51007,51007,System or Component Failure,0
49795,49795,Engine-Related Issues,0
77974,77974,Engine-Related Issues,0
80707,80707,Navigation and Air Traffic Issues,0
51550,51550,Animal Collisions,0
52728,52728,System or Component Failure,0
80043,80043,System or Component Failure,0
50331,50331,System or Component Failure,0
77763,77763,System or Component Failure,0
48654,48654,Runway and Landing Issues,0
81113,81113,Navigation and Air Traffic Issues,0
81083,81083,Navigation and Air Traffic Issues,0
80360,80360,System or Component Failure,0
79958,79958,System or Component Failure,0
60944,60944,System or Component Failure,0
80254,80254,Runway and Landing Issues,0
65724,65724,Engine-Related Issues,0
53256,53256,Runway and Landing Issues,0
78609,78609,Navigation and Air Traffic Issues,0
